trip_id,booking_date,days_left,seats_booked,capacity,occupancy_pct
5,2025-09-11,34,0,33,0.0
5,2025-09-12,33,0,33,0.0
5,2025-09-13,32,0,33,0.0
5,2025-09-14,31,0,33,0.0
5,2025-09-15,30,0,33,0.0
5,2025-09-16,29,0,33,0.0
5,2025-09-17,28,0,33,0.0
5,2025-09-18,27,0,33,0.0
5,2025-09-19,26,0,33,0.0
5,2025-09-20,25,0,33,0.0
5,2025-09-21,24,1,33,3.03
5,2025-09-22,23,1,33,3.03
5,2025-09-23,22,1,33,3.03
5,2025-09-24,21,2,33,6.06
5,2025-09-25,20,2,33,6.06
5,2025-09-26,19,3,33,9.09
5,2025-09-27,18,4,33,12.12
5,2025-09-28,17,5,33,15.15
5,2025-09-29,16,6,33,18.18
5,2025-09-30,15,7,33,21.21
5,2025-10-01,14,9,33,27.27
5,2025-10-02,13,10,33,30.3
5,2025-10-03,12,12,33,36.36
5,2025-10-04,11,12,33,36.36
5,2025-10-05,10,12,33,36.36
5,2025-10-06,9,15,33,45.45
5,2025-10-07,8,15,33,45.45
5,2025-10-08,7,15,33,45.45
5,2025-10-09,6,15,33,45.45
5,2025-10-10,5,15,33,45.45
5,2025-10-11,4,15,33,45.45
5,2025-10-12,3,16,33,48.48
5,2025-10-13,2,18,33,54.55
5,2025-10-14,1,18,33,54.55
5,2025-10-15,0,17,33,51.52
6,2025-08-18,38,0,42,0.0
6,2025-08-19,37,0,42,0.0
6,2025-08-20,36,0,42,0.0
6,2025-08-21,35,1,42,2.38
6,2025-08-22,34,1,42,2.38
6,2025-08-23,33,1,42,2.38
6,2025-08-24,32,1,42,2.38
6,2025-08-25,31,1,42,2.38
6,2025-08-26,30,1,42,2.38
6,2025-08-27,29,1,42,2.38
6,2025-08-28,28,1,42,2.38
6,2025-08-29,27,2,42,4.76
6,2025-08-30,26,2,42,4.76
6,2025-08-31,25,2,42,4.76
6,2025-09-01,24,3,42,7.14
6,2025-09-02,23,3,42,7.14
6,2025-09-03,22,4,42,9.52
6,2025-09-04,21,4,42,9.52
6,2025-09-05,20,4,42,9.52
6,2025-09-06,19,5,42,11.9
6,2025-09-07,18,6,42,14.29
6,2025-09-08,17,6,42,14.29
6,2025-09-09,16,7,42,16.67
6,2025-09-10,15,9,42,21.43
6,2025-09-11,14,9,42,21.43
6,2025-09-12,13,10,42,23.81
6,2025-09-13,12,11,42,26.19
6,2025-09-14,11,12,42,28.57
6,2025-09-15,10,15,42,35.71
6,2025-09-16,9,15,42,35.71
6,2025-09-17,8,15,42,35.71
6,2025-09-18,7,15,42,35.71
6,2025-09-19,6,18,42,42.86
6,2025-09-20,5,18,42,42.86
6,2025-09-21,4,18,42,42.86
6,2025-09-22,3,19,42,45.24
6,2025-09-23,2,19,42,45.24
6,2025-09-24,1,20,42,47.62
6,2025-09-25,0,20,42,47.62
7,2026-05-16,35,0,40,0.0
7,2026-05-17,34,0,40,0.0
7,2026-05-18,33,0,40,0.0
7,2026-05-19,32,0,40,0.0
7,2026-05-20,31,0,40,0.0
7,2026-05-21,30,0,40,0.0
7,2026-05-22,29,0,40,0.0
7,2026-05-23,28,0,40,0.0
7,2026-05-24,27,1,40,2.5
7,2026-05-25,26,1,40,2.5
7,2026-05-26,25,1,40,2.5
7,2026-05-27,24,1,40,2.5
7,2026-05-28,23,2,40,5.0
7,2026-05-29,22,2,40,5.0
7,2026-05-30,21,3,40,7.5
7,2026-05-31,20,4,40,10.0
7,2026-06-01,19,5,40,12.5
7,2026-06-02,18,7,40,17.5
7,2026-06-03,17,9,40,22.5
7,2026-06-04,16,10,40,25.0
7,2026-06-05,15,11,40,27.5
7,2026-06-06,14,14,40,35.0
7,2026-06-07,13,16,40,40.0
7,2026-06-08,12,18,40,45.0
7,2026-06-09,11,20,40,50.0
7,2026-06-10,10,23,40,57.5
7,2026-06-11,9,25,40,62.5
7,2026-06-12,8,28,40,70.0
7,2026-06-13,7,29,40,72.5
7,2026-06-14,6,33,40,82.5
7,2026-06-15,5,33,40,82.5
7,2026-06-16,4,32,40,80.0
7,2026-06-17,3,33,40,82.5
7,2026-06-18,2,32,40,80.0
7,2026-06-19,1,35,40,87.5
7,2026-06-20,0,34,40,85.0
8,2025-12-29,15,2,29,6.9
8,2025-12-30,14,2,29,6.9
8,2025-12-31,13,2,29,6.9
8,2026-01-01,12,3,29,10.34
8,2026-01-02,11,4,29,13.79
8,2026-01-03,10,4,29,13.79
8,2026-01-04,9,6,29,20.69
8,2026-01-05,8,6,29,20.69
8,2026-01-06,7,6,29,20.69
8,2026-01-07,6,7,29,24.14
8,2026-01-08,5,7,29,24.14
8,2026-01-09,4,8,29,27.59
8,2026-01-10,3,8,29,27.59
8,2026-01-11,2,9,29,31.03
8,2026-01-12,1,10,29,34.48
8,2026-01-13,0,10,29,34.48
9,2026-02-19,25,0,54,0.0
9,2026-02-20,24,0,54,0.0
9,2026-02-21,23,0,54,0.0
9,2026-02-22,22,0,54,0.0
9,2026-02-23,21,0,54,0.0
9,2026-02-24,20,0,54,0.0
9,2026-02-25,19,0,54,0.0
9,2026-02-26,18,1,54,1.85
9,2026-02-27,17,1,54,1.85
9,2026-02-28,16,1,54,1.85
9,2026-03-01,15,2,54,3.7
9,2026-03-02,14,2,54,3.7
9,2026-03-03,13,3,54,5.56
9,2026-03-04,12,4,54,7.41
9,2026-03-05,11,5,54,9.26
9,2026-03-06,10,7,54,12.96
9,2026-03-07,9,9,54,16.67
9,2026-03-08,8,11,54,20.37
9,2026-03-09,7,14,54,25.93
9,2026-03-10,6,16,54,29.63
9,2026-03-11,5,18,54,33.33
9,2026-03-12,4,19,54,35.19
9,2026-03-13,3,23,54,42.59
9,2026-03-14,2,23,54,42.59
9,2026-03-15,1,24,54,44.44
9,2026-03-16,0,24,54,44.44
10,2025-07-28,29,2,32,6.25
10,2025-07-29,28,2,32,6.25
10,2025-07-30,27,2,32,6.25
10,2025-07-31,26,3,32,9.38
10,2025-08-01,25,3,32,9.38
10,2025-08-02,24,3,32,9.38
10,2025-08-03,23,4,32,12.5
10,2025-08-04,22,5,32,15.62
10,2025-08-05,21,5,32,15.62
10,2025-08-06,20,5,32,15.62
10,2025-08-07,19,5,32,15.62
10,2025-08-08,18,7,32,21.88
10,2025-08-09,17,7,32,21.88
10,2025-08-10,16,7,32,21.88
10,2025-08-11,15,8,32,25.0
10,2025-08-12,14,9,32,28.12
10,2025-08-13,13,9,32,28.12
10,2025-08-14,12,10,32,31.25
10,2025-08-15,11,11,32,34.38
10,2025-08-16,10,11,32,34.38
10,2025-08-17,9,11,32,34.38
10,2025-08-18,8,11,32,34.38
10,2025-08-19,7,11,32,34.38
10,2025-08-20,6,12,32,37.5
10,2025-08-21,5,12,32,37.5
10,2025-08-22,4,12,32,37.5
10,2025-08-23,3,12,32,37.5
10,2025-08-24,2,12,32,37.5
10,2025-08-25,1,14,32,43.75
10,2025-08-26,0,13,32,40.62
11,2025-08-20,24,0,52,0.0
11,2025-08-21,23,1,52,1.92
11,2025-08-22,22,1,52,1.92
11,2025-08-23,21,1,52,1.92
11,2025-08-24,20,2,52,3.85
11,2025-08-25,19,2,52,3.85
11,2025-08-26,18,3,52,5.77
11,2025-08-27,17,4,52,7.69
11,2025-08-28,16,5,52,9.62
11,2025-08-29,15,7,52,13.46
11,2025-08-30,14,9,52,17.31
11,2025-08-31,13,12,52,23.08
11,2025-09-01,12,15,52,28.85
11,2025-09-02,11,18,52,34.62
11,2025-09-03,10,18,52,34.62
11,2025-09-04,9,20,52,38.46
11,2025-09-05,8,22,52,42.31
11,2025-09-06,7,25,52,48.08
11,2025-09-07,6,25,52,48.08
11,2025-09-08,5,24,52,46.15
11,2025-09-09,4,25,52,48.08
11,2025-09-10,3,25,52,48.08
11,2025-09-11,2,26,52,50.0
11,2025-09-12,1,26,52,50.0
11,2025-09-13,0,30,52,57.69
12,2025-08-14,40,0,34,0.0
12,2025-08-15,39,0,34,0.0
12,2025-08-16,38,0,34,0.0
12,2025-08-17,37,0,34,0.0
12,2025-08-18,36,0,34,0.0
12,2025-08-19,35,0,34,0.0
12,2025-08-20,34,0,34,0.0
12,2025-08-21,33,0,34,0.0
12,2025-08-22,32,1,34,2.94
12,2025-08-23,31,1,34,2.94
12,2025-08-24,30,1,34,2.94
12,2025-08-25,29,1,34,2.94
12,2025-08-26,28,1,34,2.94
12,2025-08-27,27,2,34,5.88
12,2025-08-28,26,2,34,5.88
12,2025-08-29,25,2,34,5.88
12,2025-08-30,24,3,34,8.82
12,2025-08-31,23,4,34,11.76
12,2025-09-01,22,4,34,11.76
12,2025-09-02,21,5,34,14.71
12,2025-09-03,20,6,34,17.65
12,2025-09-04,19,7,34,20.59
12,2025-09-05,18,8,34,23.53
12,2025-09-06,17,9,34,26.47
12,2025-09-07,16,10,34,29.41
12,2025-09-08,15,10,34,29.41
12,2025-09-09,14,12,34,35.29
12,2025-09-10,13,12,34,35.29
12,2025-09-11,12,13,34,38.24
12,2025-09-12,11,15,34,44.12
12,2025-09-13,10,15,34,44.12
12,2025-09-14,9,15,34,44.12
12,2025-09-15,8,16,34,47.06
12,2025-09-16,7,16,34,47.06
12,2025-09-17,6,16,34,47.06
12,2025-09-18,5,16,34,47.06
12,2025-09-19,4,16,34,47.06
12,2025-09-20,3,17,34,50.0
12,2025-09-21,2,17,34,50.0
12,2025-09-22,1,17,34,50.0
12,2025-09-23,0,17,34,50.0
13,2025-10-17,27,0,28,0.0
13,2025-10-18,26,0,28,0.0
13,2025-10-19,25,0,28,0.0
13,2025-10-20,24,0,28,0.0
13,2025-10-21,23,0,28,0.0
13,2025-10-22,22,1,28,3.57
13,2025-10-23,21,1,28,3.57
13,2025-10-24,20,1,28,3.57
13,2025-10-25,19,1,28,3.57
13,2025-10-26,18,2,28,7.14
13,2025-10-27,17,3,28,10.71
13,2025-10-28,16,3,28,10.71
13,2025-10-29,15,5,28,17.86
13,2025-10-30,14,6,28,21.43
13,2025-10-31,13,8,28,28.57
13,2025-11-01,12,9,28,32.14
13,2025-11-02,11,11,28,39.29
13,2025-11-03,10,14,28,50.0
13,2025-11-04,9,16,28,57.14
13,2025-11-05,8,16,28,57.14
13,2025-11-06,7,17,28,60.71
13,2025-11-07,6,20,28,71.43
13,2025-11-08,5,20,28,71.43
13,2025-11-09,4,23,28,82.14
13,2025-11-10,3,22,28,78.57
13,2025-11-11,2,22,28,78.57
13,2025-11-12,1,24,28,85.71
13,2025-11-13,0,24,28,85.71
14,2025-09-14,35,2,39,5.13
14,2025-09-15,34,2,39,5.13
14,2025-09-16,33,2,39,5.13
14,2025-09-17,32,3,39,7.69
14,2025-09-18,31,3,39,7.69
14,2025-09-19,30,4,39,10.26
14,2025-09-20,29,4,39,10.26
14,2025-09-21,28,5,39,12.82
14,2025-09-22,27,6,39,15.38
14,2025-09-23,26,6,39,15.38
14,2025-09-24,25,7,39,17.95
14,2025-09-25,24,8,39,20.51
14,2025-09-26,23,9,39,23.08
14,2025-09-27,22,10,39,25.64
14,2025-09-28,21,11,39,28.21
14,2025-09-29,20,14,39,35.9
14,2025-09-30,19,14,39,35.9
14,2025-10-01,18,16,39,41.03
14,2025-10-02,17,17,39,43.59
14,2025-10-03,16,19,39,48.72
14,2025-10-04,15,21,39,53.85
14,2025-10-05,14,24,39,61.54
14,2025-10-06,13,24,39,61.54
14,2025-10-07,12,26,39,66.67
14,2025-10-08,11,26,39,66.67
14,2025-10-09,10,30,39,76.92
14,2025-10-10,9,30,39,76.92
14,2025-10-11,8,34,39,87.18
14,2025-10-12,7,34,39,87.18
14,2025-10-13,6,35,39,89.74
14,2025-10-14,5,35,39,89.74
14,2025-10-15,4,35,39,89.74
14,2025-10-16,3,35,39,89.74
14,2025-10-17,2,35,39,89.74
14,2025-10-18,1,35,39,89.74
14,2025-10-19,0,36,39,92.31
15,2025-08-28,39,0,55,0.0
15,2025-08-29,38,0,55,0.0
15,2025-08-30,37,0,55,0.0
15,2025-08-31,36,0,55,0.0
15,2025-09-01,35,0,55,0.0
15,2025-09-02,34,0,55,0.0
15,2025-09-03,33,0,55,0.0
15,2025-09-04,32,0,55,0.0
15,2025-09-05,31,0,55,0.0
15,2025-09-06,30,0,55,0.0
15,2025-09-07,29,0,55,0.0
15,2025-09-08,28,0,55,0.0
15,2025-09-09,27,0,55,0.0
15,2025-09-10,26,0,55,0.0
15,2025-09-11,25,0,55,0.0
15,2025-09-12,24,1,55,1.82
15,2025-09-13,23,1,55,1.82
15,2025-09-14,22,1,55,1.82
15,2025-09-15,21,2,55,3.64
15,2025-09-16,20,2,55,3.64
15,2025-09-17,19,3,55,5.45
15,2025-09-18,18,4,55,7.27
15,2025-09-19,17,4,55,7.27
15,2025-09-20,16,5,55,9.09
15,2025-09-21,15,7,55,12.73
15,2025-09-22,14,10,55,18.18
15,2025-09-23,13,12,55,21.82
15,2025-09-24,12,16,55,29.09
15,2025-09-25,11,17,55,30.91
15,2025-09-26,10,19,55,34.55
15,2025-09-27,9,20,55,36.36
15,2025-09-28,8,31,55,56.36
15,2025-09-29,7,31,55,56.36
15,2025-09-30,6,32,55,58.18
15,2025-10-01,5,33,55,60.0
15,2025-10-02,4,34,55,61.82
15,2025-10-03,3,37,55,67.27
15,2025-10-04,2,37,55,67.27
15,2025-10-05,1,37,55,67.27
15,2025-10-06,0,38,55,69.09
16,2025-09-24,38,0,32,0.0
16,2025-09-25,37,0,32,0.0
16,2025-09-26,36,0,32,0.0
16,2025-09-27,35,0,32,0.0
16,2025-09-28,34,0,32,0.0
16,2025-09-29,33,0,32,0.0
16,2025-09-30,32,0,32,0.0
16,2025-10-01,31,0,32,0.0
16,2025-10-02,30,0,32,0.0
16,2025-10-03,29,0,32,0.0
16,2025-10-04,28,1,32,3.12
16,2025-10-05,27,1,32,3.12
16,2025-10-06,26,1,32,3.12
16,2025-10-07,25,1,32,3.12
16,2025-10-08,24,2,32,6.25
16,2025-10-09,23,2,32,6.25
16,2025-10-10,22,3,32,9.38
16,2025-10-11,21,4,32,12.5
16,2025-10-12,20,5,32,15.62
16,2025-10-13,19,5,32,15.62
16,2025-10-14,18,7,32,21.88
16,2025-10-15,17,9,32,28.12
16,2025-10-16,16,10,32,31.25
16,2025-10-17,15,14,32,43.75
16,2025-10-18,14,14,32,43.75
16,2025-10-19,13,17,32,53.12
16,2025-10-20,12,17,32,53.12
16,2025-10-21,11,22,32,68.75
16,2025-10-22,10,22,32,68.75
16,2025-10-23,9,22,32,68.75
16,2025-10-24,8,23,32,71.88
16,2025-10-25,7,23,32,71.88
16,2025-10-26,6,24,32,75.0
16,2025-10-27,5,24,32,75.0
16,2025-10-28,4,24,32,75.0
16,2025-10-29,3,23,32,71.88
16,2025-10-30,2,23,32,71.88
16,2025-10-31,1,25,32,78.12
16,2025-11-01,0,25,32,78.12
17,2026-01-16,21,0,33,0.0
17,2026-01-17,20,0,33,0.0
17,2026-01-18,19,1,33,3.03
17,2026-01-19,18,1,33,3.03
17,2026-01-20,17,1,33,3.03
17,2026-01-21,16,1,33,3.03
17,2026-01-22,15,2,33,6.06
17,2026-01-23,14,3,33,9.09
17,2026-01-24,13,3,33,9.09
17,2026-01-25,12,4,33,12.12
17,2026-01-26,11,6,33,18.18
17,2026-01-27,10,7,33,21.21
17,2026-01-28,9,9,33,27.27
17,2026-01-29,8,11,33,33.33
17,2026-01-30,7,14,33,42.42
17,2026-01-31,6,14,33,42.42
17,2026-02-01,5,16,33,48.48
17,2026-02-02,4,18,33,54.55
17,2026-02-03,3,20,33,60.61
17,2026-02-04,2,22,33,66.67
17,2026-02-05,1,23,33,69.7
17,2026-02-06,0,22,33,66.67
18,2026-04-10,32,0,34,0.0
18,2026-04-11,31,0,34,0.0
18,2026-04-12,30,0,34,0.0
18,2026-04-13,29,0,34,0.0
18,2026-04-14,28,0,34,0.0
18,2026-04-15,27,1,34,2.94
18,2026-04-16,26,1,34,2.94
18,2026-04-17,25,1,34,2.94
18,2026-04-18,24,1,34,2.94
18,2026-04-19,23,2,34,5.88
18,2026-04-20,22,2,34,5.88
18,2026-04-21,21,3,34,8.82
18,2026-04-22,20,4,34,11.76
18,2026-04-23,19,5,34,14.71
18,2026-04-24,18,7,34,20.59
18,2026-04-25,17,7,34,20.59
18,2026-04-26,16,10,34,29.41
18,2026-04-27,15,12,34,35.29
18,2026-04-28,14,12,34,35.29
18,2026-04-29,13,12,34,35.29
18,2026-04-30,12,14,34,41.18
18,2026-05-01,11,15,34,44.12
18,2026-05-02,10,15,34,44.12
18,2026-05-03,9,15,34,44.12
18,2026-05-04,8,17,34,50.0
18,2026-05-05,7,18,34,52.94
18,2026-05-06,6,18,34,52.94
18,2026-05-07,5,17,34,50.0
18,2026-05-08,4,18,34,52.94
18,2026-05-09,3,19,34,55.88
18,2026-05-10,2,18,34,52.94
18,2026-05-11,1,18,34,52.94
18,2026-05-12,0,19,34,55.88
19,2026-02-12,16,3,32,9.38
19,2026-02-13,15,3,32,9.38
19,2026-02-14,14,4,32,12.5
19,2026-02-15,13,5,32,15.62
19,2026-02-16,12,5,32,15.62
19,2026-02-17,11,7,32,21.88
19,2026-02-18,10,8,32,25.0
19,2026-02-19,9,10,32,31.25
19,2026-02-20,8,12,32,37.5
19,2026-02-21,7,13,32,40.62
19,2026-02-22,6,16,32,50.0
19,2026-02-23,5,17,32,53.12
19,2026-02-24,4,18,32,56.25
19,2026-02-25,3,18,32,56.25
19,2026-02-26,2,20,32,62.5
19,2026-02-27,1,22,32,68.75
19,2026-02-28,0,23,32,71.88
20,2025-10-28,27,0,30,0.0
20,2025-10-29,26,0,30,0.0
20,2025-10-30,25,0,30,0.0
20,2025-10-31,24,0,30,0.0
20,2025-11-01,23,0,30,0.0
20,2025-11-02,22,0,30,0.0
20,2025-11-03,21,0,30,0.0
20,2025-11-04,20,1,30,3.33
20,2025-11-05,19,1,30,3.33
20,2025-11-06,18,1,30,3.33
20,2025-11-07,17,1,30,3.33
20,2025-11-08,16,2,30,6.67
20,2025-11-09,15,3,30,10.0
20,2025-11-10,14,4,30,13.33
20,2025-11-11,13,4,30,13.33
20,2025-11-12,12,5,30,16.67
20,2025-11-13,11,6,30,20.0
20,2025-11-14,10,8,30,26.67
20,2025-11-15,9,8,30,26.67
20,2025-11-16,8,10,30,33.33
20,2025-11-17,7,13,30,43.33
20,2025-11-18,6,13,30,43.33
20,2025-11-19,5,13,30,43.33
20,2025-11-20,4,14,30,46.67
20,2025-11-21,3,15,30,50.0
20,2025-11-22,2,16,30,53.33
20,2025-11-23,1,15,30,50.0
20,2025-11-24,0,17,30,56.67
21,2025-11-30,15,4,41,9.76
21,2025-12-01,14,5,41,12.2
21,2025-12-02,13,6,41,14.63
21,2025-12-03,12,7,41,17.07
21,2025-12-04,11,8,41,19.51
21,2025-12-05,10,9,41,21.95
21,2025-12-06,9,10,41,24.39
21,2025-12-07,8,12,41,29.27
21,2025-12-08,7,14,41,34.15
21,2025-12-09,6,14,41,34.15
21,2025-12-10,5,14,41,34.15
21,2025-12-11,4,16,41,39.02
21,2025-12-12,3,17,41,41.46
21,2025-12-13,2,17,41,41.46
21,2025-12-14,1,17,41,41.46
21,2025-12-15,0,18,41,43.9
22,2026-05-10,23,1,38,2.63
22,2026-05-11,22,1,38,2.63
22,2026-05-12,21,2,38,5.26
22,2026-05-13,20,2,38,5.26
22,2026-05-14,19,2,38,5.26
22,2026-05-15,18,3,38,7.89
22,2026-05-16,17,3,38,7.89
22,2026-05-17,16,4,38,10.53
22,2026-05-18,15,6,38,15.79
22,2026-05-19,14,7,38,18.42
22,2026-05-20,13,7,38,18.42
22,2026-05-21,12,8,38,21.05
22,2026-05-22,11,9,38,23.68
22,2026-05-23,10,11,38,28.95
22,2026-05-24,9,12,38,31.58
22,2026-05-25,8,13,38,34.21
22,2026-05-26,7,14,38,36.84
22,2026-05-27,6,15,38,39.47
22,2026-05-28,5,18,38,47.37
22,2026-05-29,4,17,38,44.74
22,2026-05-30,3,19,38,50.0
22,2026-05-31,2,18,38,47.37
22,2026-06-01,1,20,38,52.63
22,2026-06-02,0,21,38,55.26
23,2025-12-19,45,0,28,0.0
23,2025-12-20,44,0,28,0.0
23,2025-12-21,43,0,28,0.0
23,2025-12-22,42,0,28,0.0
23,2025-12-23,41,0,28,0.0
23,2025-12-24,40,0,28,0.0
23,2025-12-25,39,0,28,0.0
23,2025-12-26,38,0,28,0.0
23,2025-12-27,37,0,28,0.0
23,2025-12-28,36,0,28,0.0
23,2025-12-29,35,0,28,0.0
23,2025-12-30,34,0,28,0.0
23,2025-12-31,33,0,28,0.0
23,2026-01-01,32,0,28,0.0
23,2026-01-02,31,0,28,0.0
23,2026-01-03,30,1,28,3.57
23,2026-01-04,29,1,28,3.57
23,2026-01-05,28,1,28,3.57
23,2026-01-06,27,1,28,3.57
23,2026-01-07,26,2,28,7.14
23,2026-01-08,25,2,28,7.14
23,2026-01-09,24,3,28,10.71
23,2026-01-10,23,3,28,10.71
23,2026-01-11,22,4,28,14.29
23,2026-01-12,21,6,28,21.43
23,2026-01-13,20,6,28,21.43
23,2026-01-14,19,7,28,25.0
23,2026-01-15,18,10,28,35.71
23,2026-01-16,17,10,28,35.71
23,2026-01-17,16,10,28,35.71
23,2026-01-18,15,12,28,42.86
23,2026-01-19,14,13,28,46.43
23,2026-01-20,13,13,28,46.43
23,2026-01-21,12,16,28,57.14
23,2026-01-22,11,17,28,60.71
23,2026-01-23,10,19,28,67.86
23,2026-01-24,9,19,28,67.86
23,2026-01-25,8,19,28,67.86
23,2026-01-26,7,19,28,67.86
23,2026-01-27,6,20,28,71.43
23,2026-01-28,5,21,28,75.0
23,2026-01-29,4,21,28,75.0
23,2026-01-30,3,21,28,75.0
23,2026-01-31,2,21,28,75.0
23,2026-02-01,1,21,28,75.0
23,2026-02-02,0,21,28,75.0
24,2025-10-27,19,1,32,3.12
24,2025-10-28,18,1,32,3.12
24,2025-10-29,17,1,32,3.12
24,2025-10-30,16,1,32,3.12
24,2025-10-31,15,2,32,6.25
24,2025-11-01,14,2,32,6.25
24,2025-11-02,13,3,32,9.38
24,2025-11-03,12,4,32,12.5
24,2025-11-04,11,4,32,12.5
24,2025-11-05,10,6,32,18.75
24,2025-11-06,9,7,32,21.88
24,2025-11-07,8,10,32,31.25
24,2025-11-08,7,10,32,31.25
24,2025-11-09,6,13,32,40.62
24,2025-11-10,5,13,32,40.62
24,2025-11-11,4,17,32,53.12
24,2025-11-12,3,18,32,56.25
24,2025-11-13,2,18,32,56.25
24,2025-11-14,1,21,32,65.62
24,2025-11-15,0,21,32,65.62
